"Data Source","World Development Indicators",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Angola","AGO","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Battle-related deaths (number of people)","VC.BTL.DETH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2810","2558","516","2346","12054","3974","187","29","51","1066","2272","946","1123","521","25","25","","","25","","25","","","","","","","25","25","","25","21","","20","","25","",
"Angola","AGO","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102003479","101168422","90114520","62390526","79264147","46120730","43596708","77204455","89918197","64121494","",
"Angola","AGO","Merchandise exports to low- and middle-income economies within region (% of total merchandise exports)","TX.VAL.MRCH.WR.ZS","6.76818950930626","7.71628994544037","6.91601976005646","6.07235142118863","5.56974961676035","6.46186440677966","6.82352941176471","5.29077393965894","6.55546935608999","7.10048941794784","5.92049262856837","6.56860297451941","7.55375255288463","5.84107278427485","3.64582714507097","","","","","","","0.113050760599745","0.000320902634931526","0.000599342280799763","0.0457474187339923","0.0584889512853997","0.67359687744922","0.94149535929462","1.19518191002438","1.86219190942616","0.547324511243594","0.110724281318891","0.585105634024794","0.250232925857262","1.26288242213326","0.576630258871977","1.58038247383456","1.34918634485006","0.300823347232225","1.00717423006304","0.104725605639347","0.150306574576973","0.268291341922732","0.569616029590174","1.41039128236519","1.72233685522213","1.91268630739366","4.299192715629","4.25386920688456","3.90503891236177","3.3282569235606","2.69521860860066","4.30344676986759","2.6482169129446","3.40166161630226","4.91686009148813","5.74362255240124","4.92883231224213","3.37001864740101","1.72061441351537","1.78451283576979","4.02085921867911","1.33186167193885","5.45242939131055","","",
"Angola","AGO","Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports)","TX.VAL.MRCH.R5.ZS","","","","0.193798449612403","","","","","0.0387897595034911","","","0.00101902000845787","0.00621478733640644","","","","","","","","","","","","","4.47889234233535E-05","","","","0.32633499133597","1.61242066404522E-06","0.000124088546563423","","","","","","","","","15.5442992273884","15.1590524751557","14.2743172302615","11.844115135723","4.87624327120563","2.26675579297731","1.90315349305981","5.5521728035146","4.24106492245602","9.1678965570965","9.80521093715309","10.3207701836237","9.81685585486071","10.0078595898216","7.69386342035476","7.94729945109855","6.94622703881537","8.37716951404448","9.36343978442574","9.99274199916148","7.81606294428705","9.74110880741984","10.1227747142755","6.33532484652911","","",
"Angola","AGO","Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports)","TX.VAL.MRCH.R1.ZS","","","","","0.102197240674502","","0.564705882352941","1.18058592041976","","0.374686058975334","0.00437762353410412","0.252716962097551","0.0255020583804264","0.000786729447676591","","","","","","","","0.0138850185872824","0.00882482246061725","0.000544856618908887","","","0.00633219726994517","0.00900208399124818","0.000372810626629841","0.10596081167197","0.0449583043592359","0.00422388477513896","0.841198716809591","5.74834250072477","1.95251537374789","4.93969021775569","5.12848320483414","13.1463298249982","4.03848533364265","7.36351664364161","70.633722622161","69.3589058174979","66.5629699818514","58.6577530039018","35.6795689597092","29.3079483674297","35.2275381554584","31.5746290464521","31.6012059326368","39.9679996167929","40.7647001999371","37.3764274505968","48.4915464792624","47.7216753966356","48.8789175388251","44.6620336324439","52.8406882361873","60.0647856465521","64.1016037682788","64.2875487106643","67.7390003964783","63.8530833963729","49.641022473013","52.0706647694564","","",
"Angola","AGO","Merchandise exports to economies in the Arab World (% of total merchandise exports)","TX.VAL.MRCH.AL.ZS","0.50761421319797","0.233826968043648","0.988002822865208","0.452196382428941","0.0510986203372509","0.211864406779661","0.376470588235294","4.06646261477919","1.82311869666408","1.59681642583448","0.0311297673536293","0.0639435055307311","0.406318509994021","0.0604470458964848","0.200032928628047","","","","","","","3.02207429552202","0.668279737244924","0.454410420170012","","","6.33219726994448E-05","","","","3.51656545959521E-05","","0.00419809943088243","0.000108652675453726","0.000351640934327572","0.00152472745989089","0.00838930310287051","0.00341421229410323","0.00229801177136025","0.000723611648411184","1.35933099486291","1.36241751707876","1.3796668336685","1.4096690544081","1.31445791727672","0.7993095729862","1.37972554482904","0.956251981753804","1.22317558034895","0.752328597581347","0.701687044994016","0.577603705755441","0.930262142318031","1.17382858773635","1.48124231894231","2.00143281649008","2.92950622679961","3.33262369500017","2.9669694640877","3.42494971563996","4.67617173682764","4.2518126465504","3.10957018894961","3.09986738670247","","",
"Angola","AGO","ICT goods exports (% of total goods exports)","TX.VAL.ICTG.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.02","0.03","0.02","0.01","0.01","0.01","0.01","0.02","","","",
"Angola","AGO","Export unit value index (2015 = 100)","TX.UVI.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","35.1","32.4","34.6","35.7","41.3","45.7","53.6","26.8","32.4","26.8","35.1","50.2","38.5","24","35.1","55.8","49","49.7","57.3","72.5","100.9","122","138.6","180.6","119.6","153.4","216.2","218.8","211.5","189.5","100","84.1","107.9","140.8","127.6","81.9","150","220.4","163.9","160.1","",
"Angola","AGO","Travel services (% of commercial service imports)","TM.VAL.TRVL.ZS.WT","","","","","","","","","","","","","","","","","","","","","","","","","","5.4140127388535","2.27272727272727","3.72208436724566","1.35013501350135","3.23992994746059","2.96606879416104","3.75381426679717","4.02471802696022","4.67902995720399","6.13862775361302","4.52101798280939","4.22540882934471","4.76721221720342","3.12219480524903","5.77894487298722","6.00403410492196","2.090824931198","0.702359728611675","0.436180691595489","0.906556290751166","1.19582766925948","2.15330531664407","1.7664759546949","1.24244734051534","0.727670475238017","0.924034968113293","0.804789141215497","0.750159212460624","0.774256197644789","0.466083327958411","0.882308343674558","4.89928738780908","7.56807180785409","5.67927575197405","5.86155187092531","11.3104160327182","9.29519297501936","15.0365655666295","16.280983831836","18.4093445890662","",
